Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,
ITRM,Iterum Therapeutics plc,5.93,83965378.39,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/itrm,
ITRI,"Itron, Inc.",52.68,2076452527.8,n/a,1993,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/itri,
ITRN,Ituran Location and Control Ltd.,34.85,730758707.1,n/a,2005,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/itrn,
IVENC,Ivy NextShares,100.02,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ivenc,
IVFGC,Ivy NextShares,100.02,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ivfgc,
IVFVC,Ivy NextShares,100.02,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ivfvc,
IZEA,"IZEA Worldwide, Inc.",1.64,19799770.84,n/a,n/a,Consumer Services,Advertising,https://www.nasdaq.com/symbol/izea,
JJSF,J & J Snack Foods Corp.,152.85,2866548900,n/a,1986,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/jjsf,
MAYS,"J. W. Mays, Inc.",38.8001,78212465.578,n/a,n/a,Consumer Services,Building operators,https://www.nasdaq.com/symbol/mays,
JBHT,"J.B. Hunt Transport Services, Inc.",105.42,11509368181.5,n/a,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/jbht,
JCOM,"j2 Global, Inc.",72.41,3568968989.04,n/a,1999,Technology,Telecommunications Equipment,https://www.nasdaq.com/symbol/jcom,
JKHY,"Jack Henry & Associates, Inc.",138.71,10722049689.78,n/a,1985,Technology,EDP Services,https://www.nasdaq.com/symbol/jkhy,
JACK,Jack In The Box Inc.,81.65,2225411819.95,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/jack,
JAGX,"Jaguar Health, Inc.",0.47,29917540.27,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/jagx,
JAKK,"JAKKS Pacific, Inc.",2.42,70591189.46,n/a,1996,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/jakk,
JRVR,"James River Group Holdings, Ltd.",36.1,1081316693.1,n/a,2014,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/jrvr,
JSML,Janus Henderson Small Cap Growth Alpha ETF,39.2865,7935873,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jsml,
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,40.78,14354560,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jsmd,
JASN,"Jason Industries, Inc.",2.41,66021896.98,n/a,2013,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/jasn,
JASNW,"Jason Industries, Inc.",0.0056,0,n/a,2013,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/jasnw,
JAZZ,Jazz Pharmaceuticals plc,150.69,9089860397.1,n/a,2007,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/jazz,
JD,"JD.com, Inc.",22.39,20657906084.77,922639843,2014,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/jd,
JSYN,Jensyn Acquistion Corp.,11.65,24247168.3,n/a,2016,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/jsyn,
JSYNR,Jensyn Acquistion Corp.,0.0501,0,n/a,2016,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/jsynr,
JSYNU,Jensyn Acquistion Corp.,12.25,0,n/a,2016,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/jsynu,
JSYNW,Jensyn Acquistion Corp.,0.08,0,n/a,2016,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/jsynw,
JRSH,"Jerash Holdings (US), Inc.",7.5675,85701937.5,n/a,2018,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/jrsh,
JBLU,JetBlue Airways Corporation,18.21,5550157302.93,n/a,2002,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/jblu,
JTPY,JetPay Corporation,5.02,77505336.2,n/a,2011,Finance,Business Services,https://www.nasdaq.com/symbol/jtpy,
JCTCF,Jewett-Cameron Trading Company,8.6,36283296.8,n/a,n/a,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/jctcf,
JMU,JMU Limited,1.05,2534315.7,2413634,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/jmu,
JBSS,"John B. Sanfilippo & Son, Inc.",63.92,725172463.92,n/a,1991,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/jbss,
JOUT,Johnson Outdoors Inc.,71.6,720775791.6,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/jout,
JNCE,"Jounce Therapeutics, Inc.",4.4,143561563.2,n/a,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/jnce,
KALU,Kaiser Aluminum Corporation,93.67,1545719671.86,n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/kalu,
KALA,"Kala Pharmaceuticals, Inc.",6.56,217999781.44,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kala,
KALV,"KalVista Pharmaceuticals, Inc.",17.22,295834210.14,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kalv,
KMDA,Kamada Ltd.,5.44,219055346.88,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kmda,
KNDI,"Kandi Technologies Group, Inc.",4.61,237331761.84,n/a,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/kndi,
KPTI,Karyopharm Therapeutics Inc.,10.98,666572478.48,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kpti,
KZIA,Kazia Therapeutics Limited,2.71,4569049.16,1685996,n/a,Capital Goods,Miscellaneous,https://www.nasdaq.com/symbol/kzia,
KBLM,KBL Merger Corp. IV,10.1187,42130755.6111,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/kblm,
KBLMR,KBL Merger Corp. IV,0.28,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/kblmr,
KBLMU,KBL Merger Corp. IV,10.56,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/kblmu,
KBLMW,KBL Merger Corp. IV,0.16,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/kblmw,
KBSF,KBS Fashion Group Limited,3.97,8760761.77,n/a,2013,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/kbsf,
KCAP,"KCAP Financial, Inc.",3.2,119574249.6,n/a,2006,n/a,n/a,https://www.nasdaq.com/symbol/kcap,
KCAPL,"KCAP Financial, Inc.",25.0624,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kcapl,
KRNY,Kearny Financial,13.11,1306096860,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/krny,
KELYA,"Kelly Services, Inc.",23.59,916870973.06,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/kelya,
KELYB,"Kelly Services, Inc.",23.4,908026610.4,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/kelyb,
KMPH,"KemPharm, Inc.",2.43,38982103.74,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kmph,
KFFB,Kentucky First Federal Bancorp,7.6,64178314,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/kffb,
KERX,"Keryx Biopharmaceuticals, Inc.",2.9,296890185.4,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kerx,
KEQU,Kewaunee Scientific Corporation,28.87,79137837.73,n/a,n/a,Capital Goods,Medical Specialities,https://www.nasdaq.com/symbol/kequ,
KTCC,Key Tronic Corporation,7.13,76716518.4,n/a,1983,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/ktcc,
KZR,"Kezar Life Sciences, Inc.",24.99,477514442.79,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kzr,
KFRC,"Kforce, Inc.",31.17,812453250.27,n/a,1995,Technology,Professional Services,https://www.nasdaq.com/symbol/kfrc,
KE,"Kimball Electronics, Inc.",17.42,465020785.58,n/a,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/ke,
KBAL,"Kimball International, Inc.",16,590726128,n/a,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/kbal,
KIN,"Kindred Biosciences, Inc.",12.5,423914600,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kin,
KGJI,Kingold Jewelry Inc.,0.9314,61578115.7628,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/kgji,
KINS,"Kingstone Companies, Inc",16.68,179199461.64,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/kins,
KNSA,"Kiniksa Pharmaceuticals, Ltd.",16.25,803638257.5,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/knsa,
KNSL,"Kinsale Capital Group, Inc.",59.87,1270905153.02,n/a,2016,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/knsl,
KIRK,"Kirkland&#39;s, Inc.",10.01,155215330.27,n/a,2002,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/kirk,
KTOV,Kitov Pharma Ltd.,1.3526,14678501.7664,10852064,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ktov,
KTOVW,Kitov Pharma Ltd.,0.3284,0,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ktovw,
KLAC,KLA-Tencor Corporation,93.42,14300295460.2,n/a,1980,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/klac,
KLXE,"KLX Energy Services Holdings, Inc. ",29.07,0,n/a,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/klxe,
KOD,Kodiak Sciences Inc,8.15,0,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/kod,
KONA,"Kona Grill, Inc.",1.68,22277339.28,n/a,2005,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/kona,
KOPN,Kopin Corporation,1.73,126523987.69,n/a,1992,Technology,Semiconductors,https://www.nasdaq.com/symbol/kopn,
KRNT,Kornit Digital Ltd.,21.4,735846062,n/a,2015,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/krnt,
KOSS,Koss Corporation,1.9201,14175533.7906,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/koss,
KWEB,KraneShares Trust KraneShares CSI China Internet ETF,41.29,140386000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kweb,
KTOS,"Kratos Defense & Security Solutions, Inc.",15.1,1566662961.4,n/a,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/ktos,
KRYS,"Krystal Biotech, Inc.",20.46,295215621.36,n/a,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/krys,
KLIC,"Kulicke and Soffa Industries, Inc.",20.48,1383874355.2,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/klic,
KURA,"Kura Oncology, Inc.",11.6,441228643.2,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kura,
KVHI,"KVH Industries, Inc.",11.1,196885484.1,n/a,1996,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/kvhi,
FSTR,L.B. Foster Company,21.07,222558870.24,n/a,n/a,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/fstr,
LJPC,La Jolla Pharmaceutical Company,15,393504465,n/a,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/ljpc,
LSBK,"Lake Shore Bancorp, Inc.",15.1,91306966.9,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/lsbk,
LBAI,"Lakeland Bancorp, Inc.",16.48,782557463.84,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lbai,
LKFN,Lakeland Financial Corporation,44.28,1120360692.96,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lkfn,
LAKE,"Lakeland Industries, Inc.",14.12,114600729.88,n/a,1986,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/lake,
LRCX,Lam Research Corporation,143.95,22338564923.7,n/a,1984,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lrcx,
LAMR,Lamar Advertising Company,76.02,7564406361.54,n/a,1996,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/lamr,
LANC,Lancaster Colony Corporation,180.6,4964595753.6,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lanc,
LCA,"Landcadia Holdings, Inc.",10.85,82627882.05,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/lca,
LCAHU,"Landcadia Holdings, Inc.",13.1387,0,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/lcahu,
LCAHW,"Landcadia Holdings, Inc.",1.3299,0,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/lcahw,
LNDC,Landec Corporation,14.32,397369689.6,n/a,1996,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lndc,
LARK,Landmark Bancorp Inc.,26.6001,110730337.6779,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lark,
LMRK,Landmark Infrastructure Partners LP,13.19,331472666.76,n/a,2014,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrk,
LMRKN,Landmark Infrastructure Partners LP,22.1,0,n/a,n/a,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrkn,
LMRKO,Landmark Infrastructure Partners LP,22.9619,0,n/a,n/a,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrko,
LMRKP,Landmark Infrastructure Partners LP,23.55,0,n/a,n/a,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrkp,
LE,"Lands&#39; End, Inc.",18.06,581753957.4,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/le,
LSTR,"Landstar System, Inc.",103.78,4266860423.06,n/a,1993,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/lstr,
LNTH,"Lantheus Holdings, Inc.",15.35,590437381.6,n/a,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/lnth,
LTRX,"Lantronix, Inc.",3.57,78532299.51,n/a,2000,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/ltrx,
LSCC,Lattice Semiconductor Corporation,5.76,746064247.68,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/lscc,
LAUR,"Laureate Education, Inc.",15.53,3479354912.99,n/a,2017,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/laur,
LAWS,"Lawson Products, Inc.",31.69,282631669.91,n/a,n/a,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/laws,
LAZY,"Lazydays Holdings, Inc.",5.5,46593844,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/lazy,
LCNB,LCNB Corporation,16.61,220913764.06,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lcnb,
LPTX,"LEAP THERAPEUTICS, INC.",3.88,57038642.28,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lptx,
LGCY,Legacy Reserves Inc.,2.83,217709152.07,n/a,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/lgcy,
LTXB,"LegacyTexas Financial Group, Inc.",40.1,1944541991.9,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ltxb,
DDBI,Legg Mason Developed EX-US Diversified Core ETF,27.51,11004000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ddbi,
EDBI,Legg Mason Emerging Markets Diversified Core ETF,28.63,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/edbi,
INFR,Legg Mason Global Infrastructure ETF,26.91,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/infr,
LVHD,Legg Mason Low Volatility High Dividend ETF,30.91,627471454.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lvhd,
SQLV,Legg Mason Small-Cap Quality Value ETF,27.57,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sqlv,
UDBI,Legg Mason US Diversified Core ETF,32.415,3371160,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/udbi,
LACQ,Leisure Acquisition Corp.,9.74,58538851.26,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lacq,
LACQU,Leisure Acquisition Corp.,10.2,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lacqu,
LACQW,Leisure Acquisition Corp.,0.987,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lacqw,
LMAT,"LeMaitre Vascular, Inc.",26.47,518337525.25,n/a,2006,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/lmat,
TREE,"LendingTree, Inc.",238.86,3064037559.3,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/tree,
LEVL,"Level One Bancorp, Inc.",26.55,205739029.8,n/a,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/levl,
LXRX,"Lexicon Pharmaceuticals, Inc.",8.41,890832630.82,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lxrx,
LX,LexinFintech Holdings Ltd.,10.17,674285939.73,66301469,2017,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lx,
LFAC,LF Capital Acquistion Corp.,9.64,46817257.68,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/lfac,
LFACU,LF Capital Acquistion Corp.,10.0201,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/lfacu,
LFACW,LF Capital Acquistion Corp.,0.45,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/lfacw,
LGIH,"LGI Homes, Inc.",40.45,918906533.2,n/a,2013,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/lgih,
LHCG,LHC Group,92.3,2895817154.1,n/a,2005,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/lhcg,
LLIT,Lianluo Smart Limited,1.6508,29064952.1688,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/llit,
LBRDA,Liberty Broadband Corporation,82.57,14974332320.31,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbrda,
LBRDK,Liberty Broadband Corporation,82.53,14967078192.99,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbrdk,
LEXEA,"Liberty Expedia Holdings, Inc.",41.54,2379285292.26,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/lexea,
LEXEB,"Liberty Expedia Holdings, Inc.",41.41,2371839286.29,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/lexeb,
LBTYA,Liberty Global plc,23.69,17857984570.94,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtya,
LBTYB,Liberty Global plc,25.29,19467135360.18,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtyb,
LBTYK,Liberty Global plc,23.21,17496151198.46,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtyk,
LILA,Liberty Latin America Ltd.,17.97,3250838716.29,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lila,
LILAK,Liberty Latin America Ltd.,17.85,3229130277.45,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lilak,
BATRA,Liberty Media Corporation,25.03,0,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/batra,
BATRK,Liberty Media Corporation,24.87,1267482141,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/batrk,
FWONA,Liberty Media Corporation,30.98,0,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/fwona,
FWONK,Liberty Media Corporation,32.35,7473029542.5,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/fwonk,
LSXMA,Liberty Media Corporation,40.24,0,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxma,
LSXMB,Liberty Media Corporation,40.75,0,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxmb,
LSXMK,Liberty Media Corporation,40.4,13352758206.8,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxmk,
LTRPA,"Liberty TripAdvisor Holdings, Inc.",18.51,1389361618.05,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ltrpa,
LTRPB,"Liberty TripAdvisor Holdings, Inc.",18.7031,1403840602.5657,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ltrpb,
LPNT,"LifePoint Health, Inc.",64.93,2515831542.04,n/a,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/lpnt,
LCUT,"Lifetime Brands, Inc.",10.4,215926349.6,n/a,1991,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lcut,
LFVN,Lifevantage Corporation,12.27,173033724.06,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lfvn,
LWAY,"Lifeway Foods, Inc.",2.88,45732646.08,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lway,
LGND,Ligand Pharmaceuticals Incorporated,148.43,3154690550.18,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lgnd,
LTBR,Lightbridge Corporation,0.87,27130278.36,n/a,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/ltbr,
LPTH,"LightPath Technologies, Inc.",1.87,48216968.25,n/a,1996,Technology,Semiconductors,https://www.nasdaq.com/symbol/lpth,
LLEX,"Lilis Energy, Inc.",2.24,161212385.6,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/llex,
LMB,"Limbach Holdings, Inc.",8.71,66115676.38,n/a,n/a,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/lmb,
LLNW,"Limelight Networks, Inc.",3.41,386021766.24,n/a,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/llnw,
LMST,"Limestone Bancorp, Inc.",15.02,111997981.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lmst,
LMNR,Limoneira Co,25.47,450037427.58,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/lmnr,
LINC,Lincoln Educational Services Corporation,2.71,66779256.32,n/a,2005,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/linc,
LECO,"Lincoln Electric Holdings, Inc.",83.27,5366387859.91,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/leco,
LIND,Lindblad Expeditions Holdings Inc. ,12.98,594684216.5,n/a,2013,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/lind,
LINDW,Lindblad Expeditions Holdings Inc. ,2.75,0,n/a,2013,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/lindw,
LPCN,Lipocine Inc.,1.6,34342448,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lpcn,
YVR,Liquid Media Group Ltd.,3.2,12791040,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/yvr,
LQDA,"Liquidia Technologies, Inc.",19.32,298145274,n/a,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/lqda,
LQDT,"Liquidity Services, Inc.",6.43,206552130.99,n/a,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/lqdt,
LFUS,"Littelfuse, Inc.",179.89,4525449376.51,n/a,n/a,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/lfus,
